ParticipantNumber,OrganizationName,BirthDate,HouseholdAddressType,HouseholdPostalCode,FamilySize,TotalInHousehold,HouseholdType,FamilySetting,IncomeCategory,HouseholdEconomicStatus,TotalVisits,FirstVisitDate
18882,BGCDC Taft Branch,,Apartment,53719,5.0,5.0,Single Parent,Mother,"$24,999 and under",Economically Disadvantaged,1.0,2021-11-20
19136,BGCDC Allied Branch,,Apartment,53719,5.0,5.0,Single Parent,Mother,"$24,999 and under",Economically Disadvantaged,1.0,2021-12-18
17257,BGCDC Taft Branch,1984-08-14 00:00:00,,,,,,,,,0.0,
30973,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
11704,BGCDC Walco,2013-12-17 00:00:00,,,,,,,,,26.0,2021-11-20
11601,BGCDC Walco,1992-04-16 00:00:00,,,,,,,,,5.0,2021-11-20
6542,BGCDC Allied Branch,2003-01-10 00:00:00,Apartment,53716,2.0,2.0,,Father,"$50,000-$74,999",Economically Disadvantaged,0.0,
8461,BGCDC Taft Branch,2001-01-03 00:00:00,,,,2.0,,,,Unknown,0.0,
4523,BGCDC Allied Branch,1999-11-17 00:00:00,Apartment,53593,3.0,4.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
2560,BGCDC Allied Branch,1995-03-25 00:00:00,Home,53711,,1.0,,Father,,Unknown,0.0,
4520,BGCDC Allied Branch,1999-10-07 00:00:00,Apartment,53593,3.0,4.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
4522,BGCDC Allied Branch,1999-01-03 00:00:00,Apartment,53593,3.0,4.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
8090,BGCDC Taft Branch,2000-08-19 00:00:00,,,,2.0,,,,Unknown,0.0,
2565,BGCDC Taft Branch,1989-12-19 00:00:00,Home,53215,,1.0,,Mother,,Unknown,0.0,
21510,BGCDC Allied Branch,1949-10-29 00:00:00,,,,,,,,,2.0,2022-01-15
18179,BGCDC Sun Prairie,1979-11-07 00:00:00,,,,,,,,,0.0,
22127,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
21667,BGCDC Allied Branch,1976-12-27 00:00:00,,,,,,,,,2.0,2022-01-15
22877,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
22346,BGCDC Allied Branch,1950-03-15 00:00:00,,,,,,,,,2.0,2022-01-15
24055,BGCDC Allied Branch,1938-02-17 00:00:00,,,,,,,,,2.0,2022-01-15
24056,BGCDC Allied Branch,1944-08-03 00:00:00,,,,,,,,,2.0,2022-01-15
22986,BGCDC Allied Branch,2001-03-05 00:00:00,,,,,,,,,2.0,2022-01-15
22878,BGCDC Allied Branch,1930-08-09 00:00:00,,,,,,,,,2.0,2022-01-15
30197,BGCDC Allied Branch,2014-05-30 00:00:00,,,,1.0,,,,Unknown,0.0,
30198,BGCDC Allied Branch,2017-05-16 00:00:00,,,,1.0,,,,Unknown,0.0,
17408,BGCDC Taft Branch,1970-11-04 00:00:00,,,,,,,,,0.0,
17376,BGCDC Taft Branch,1999-05-17 00:00:00,,,,,,,,,0.0,
10174,BGCDC Walco,2006-02-22 00:00:00,,,,,,,,,0.0,
9907,BGCDC Allied Branch,2006-02-22 00:00:00,Home,53115,4.0,4.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
10232,BGCDC Walco,2009-10-26 00:00:00,,,,,,,,,0.0,
9906,BGCDC Allied Branch,2003-10-26 00:00:00,Home,53115,4.0,4.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
17232,BGCDC Taft Branch,1987-05-25 00:00:00,,,,,,,,,0.0,
17231,BGCDC Taft Branch,1987-05-25 00:00:00,,,,,,,,,0.0,
1655,BGCDC Taft Branch,1998-04-22 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
7135,BGCDC Taft Branch,1999-02-09 00:00:00,,,,2.0,,,,Unknown,0.0,
4525,BGCDC Allied Branch,1999-08-23 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
7101,BGCDC Taft Branch,2001-02-02 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,32.0,2021-07-06
17211,BGCDC Taft Branch,1974-05-08 00:00:00,,,,,,,,,0.0,
17208,BGCDC Taft Branch,1972-09-28 00:00:00,,,,,,,,,0.0,
22563,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
24087,BGCDC Allied Branch,1945-11-17 00:00:00,,,,,,,,,2.0,2022-01-15
23809,BGCDC Allied Branch,1952-04-15 00:00:00,,,,,,,,,2.0,2022-01-15
23398,BGCDC Allied Branch,1952-05-13 00:00:00,,,,,,,,,2.0,2022-01-15
29484,BGCDC Allied Branch,,,,,,,,,,0.0,
33119,BGCDC Allied Branch,2024-01-01 00:00:00,,,,,,,,,0.0,
16851,BGCDC Allied Branch,2008-10-27 00:00:00,,,,,,,,,0.0,
16846,BGCDC Allied Branch,2006-04-28 00:00:00,,,,,,,,,0.0,
8385,BGCDC Taft Branch,2001-05-04 00:00:00,,,,2.0,,,,Unknown,0.0,
6963,BGCDC Allied Branch,,Apartment,53711,4.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
3862,BGCDC Allied Branch,2001-03-08 00:00:00,Apartment,53711,4.0,4.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2537,BGCDC Taft Branch,2001-03-08 00:00:00,Home,53711,4.0,5.0,14.01,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
5086,BGCDC Taft Branch,2002-03-13 00:00:00,Home,53711,4.0,5.0,14.01,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
15,BGCDC Allied Branch,1991-03-06 00:00:00,Home,53711,,2.0,,Other,"$24,999 and under",Unknown,0.0,
2015,BGCDC Taft Branch,1990-08-15 00:00:00,Home,53713,,4.0,,,"$24,999 and under",Unknown,0.0,
2016,BGCDC Taft Branch,1991-10-10 00:00:00,Home,53713,,4.0,,,"$24,999 and under",Unknown,0.0,
21995,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
4527,BGCDC Allied Branch,1997-04-23 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
28720,BGCDC Walco,1995-06-02 00:00:00,,,,,,,,,1.0,2023-11-20
11547,BGCDC Walco,1995-06-02 00:00:00,,,,,,,,,4.0,2022-04-16
2376,BGCDC Allied Branch,1995-03-20 00:00:00,Home,,,1.0,,Both Parents,,Unknown,0.0,
3499,BGCDC Taft Branch,1995-03-20 00:00:00,Home,,,1.0,,Both Parents,,Unknown,0.0,
15025,BGCDC Allied Branch,2001-09-06 00:00:00,,,,,,,,,0.0,
8291,BGCDC Taft Branch,2000-09-16 00:00:00,,,,2.0,,,,Unknown,0.0,
30527,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
30529,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
1134,BGCDC Taft Branch,1991-09-12 00:00:00,Home,53713,5.0,4.0,14.01,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
1135,BGCDC Taft Branch,1992-12-30 00:00:00,Home,53713,5.0,4.0,14.01,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
5724,BGCDC Allied Branch,1997-12-25 00:00:00,Apartment,53704,2.0,2.0,,Father,Unknown,Economically Disadvantaged,0.0,
14246,BGCDC Sun Prairie,2010-12-07 00:00:00,,,,,,,,,0.0,
14248,BGCDC Sun Prairie,2018-06-08 00:00:00,,,,,,,,,0.0,
22728,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
479,BGCDC Allied Branch,1990-03-23 00:00:00,Home,53713,,3.0,,,"$24,999 and under",Unknown,2.0,2021-11-19
16906,BGCDC Allied Branch,1974-09-29 00:00:00,,,,,,,,,0.0,
19124,BGCDC Allied Branch,1974-09-24 00:00:00,Home,53711,,2.0,,,,Unknown,2.0,2022-01-15
18969,BGCDC Taft Branch,1974-09-24 00:00:00,Home,53711,,2.0,,,,Unknown,2.0,2021-11-20
957,BGCDC Allied Branch,2001-04-21 00:00:00,Home,53713,,3.0,,,"$24,999 and under",Unknown,0.0,
939,BGCDC Allied Branch,2000-07-17 00:00:00,Home,53713,,1.0,,,,Unknown,0.0,
22145,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
29123,BGCDC Allied Branch,,,,,,,,,,0.0,
22015,BGCDC Allied Branch,1980-04-17 00:00:00,,,,,,,,,2.0,2022-01-15
29432,BGCDC Allied Branch,,,,,,,,,,0.0,
19544,BGCDC Walco,1982-11-11 00:00:00,,,,,,,,,6.0,2021-11-20
8572,BGCDC Taft Branch,2000-12-30 00:00:00,,,,2.0,,,,Unknown,0.0,
17551,BGCDC Allied Branch,2009-07-04 00:00:00,,,,,,,,,0.0,
17300,BGCDC Taft Branch,1951-11-26 00:00:00,,,,,,,,,0.0,
17299,BGCDC Taft Branch,1955-10-27 00:00:00,,,,,,,,,0.0,
29124,BGCDC Allied Branch,,,,,,,,,,0.0,
5998,BGCDC Taft Branch,1999-01-31 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
8402,BGCDC Taft Branch,2000-11-01 00:00:00,,,,2.0,,,,Unknown,0.0,
8403,BGCDC Taft Branch,2000-11-01 00:00:00,,,,2.0,,,,Unknown,0.0,
5318,BGCDC Taft Branch,1999-01-09 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
3981,BGCDC Allied Branch,2006-05-08 00:00:00,Home,53590,4.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
28414,BGCDC Allied Branch,,,,,,,,,,0.0,
14631,BGCDC Allied Branch,2010-01-02 00:00:00,,,,,,,,,0.0,
14632,BGCDC Allied Branch,2012-11-15 00:00:00,,,,,,,,,0.0,
18778,BGCDC Allied Branch,2014-12-20 00:00:00,Apartment,53711,,1.0,,,,Unknown,2.0,2021-10-23
23127,BGCDC Allied Branch,1978-02-23 00:00:00,,,,,,,,,0.0,
14436,BGCDC Allied Branch,1988-01-26 00:00:00,,,,,,,,,0.0,
32899,BGCDC Walco,2009-02-09 00:00:00,Apartment,53713,4.0,3.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
9255,BGCDC Taft Branch,2009-02-09 00:00:00,Apartment,53713,4.0,3.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
9256,BGCDC Taft Branch,2010-04-26 00:00:00,Apartment,53713,4.0,3.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,1.0,2020-01-21
30974,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
399,BGCDC Taft Branch,1988-04-05 00:00:00,,,,2.0,,Unknown,,Unknown,0.0,
400,BGCDC Taft Branch,1986-06-25 00:00:00,,,,2.0,,Mother,,Unknown,0.0,
7005,BGCDC Taft Branch,2001-02-10 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
17200,BGCDC Taft Branch,1999-01-03 00:00:00,,,,,,,,,0.0,
17368,BGCDC Taft Branch,2001-10-23 00:00:00,,,,,,,,,0.0,
4530,BGCDC Allied Branch,1998-11-01 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
21791,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
29314,BGCDC Allied Branch,,,,,,,,,,0.0,
28546,BGCDC Allied Branch,,,,,,,,,,0.0,
24291,BGCDC Allied Branch,1990-08-09 00:00:00,,,,,,,,,2.0,2022-01-15
10968,BGCDC Sun Prairie,2008-10-16 00:00:00,Home,53590,3.0,2.0,Single Parent,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
5751,BGCDC Taft Branch,1999-12-12 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
6985,BGCDC Taft Branch,2001-09-19 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
29447,BGCDC Allied Branch,,,,,,,,,,0.0,
28499,BGCDC Allied Branch,,,,,,,,,,0.0,
28551,BGCDC Allied Branch,,,,,,,,,,0.0,
29501,BGCDC Allied Branch,,,,,,,,,,0.0,
20379,BGCDC Allied Branch,2001-12-10 00:00:00,,,,,,,,,2.0,2022-01-15
1600,BGCDC Taft Branch,1996-11-21 00:00:00,Home,53713,4.0,9.0,14.01,Other,"$25,000-$49,999",Economically Disadvantaged,0.0,
18872,BGCDC Sun Prairie,1996-11-21 00:00:00,Home,53590,,2.0,,Mother/Step-Parent,,Unknown,1.0,2021-11-20
3911,BGCDC Allied Branch,1999-12-29 00:00:00,Apartment,53711,4.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
3910,BGCDC Allied Branch,2002-03-08 00:00:00,Apartment,53711,4.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
850,BGCDC Allied Branch,1992-03-26 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
6711,BGCDC Allied Branch,2007-09-23 00:00:00,Apartment,53719,5.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
5096,BGCDC Taft Branch,2007-09-23 00:00:00,Home,53719,,1.0,,Both Parents,,Unknown,0.0,
4469,BGCDC Allied Branch,2000-05-03 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
29537,BGCDC Allied Branch,,,,,,,,,,0.0,
17842,BGCDC Walco,2010-12-10 00:00:00,,,,,,,,,1.0,2022-11-22
22589,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
29304,BGCDC Allied Branch,,,,,,,,,,0.0,
22643,BGCDC Allied Branch,1949-03-02 00:00:00,,,,,,,,,2.0,2022-01-15
24397,BGCDC Allied Branch,1991-10-10 00:00:00,,,,,,,,,2.0,2022-01-15
33214,BGCDC Walco,,,,,,,,,,3.0,2024-08-12
29299,BGCDC Allied Branch,,,,,,,,,,0.0,
30975,BGCDC Allied Branch,,,,,1.0,,,,Unknown,0.0,
23210,BGCDC Allied Branch,1923-08-30 00:00:00,,,,,,,,,2.0,2022-01-15
3825,BGCDC Allied Branch,2000-07-10 00:00:00,Home,53719,3.0,3.0,,Mother,Unknown,Economically Disadvantaged,0.0,
3835,BGCDC Taft Branch,1994-11-28 00:00:00,Home,53713,9.0,6.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
732,BGCDC Allied Branch,1995-08-19 00:00:00,Home,53719,,2.0,,,"$24,999 and under",Unknown,0.0,
18180,BGCDC Sun Prairie,2000-04-13 00:00:00,,,,,,,,,0.0,
14841,BGCDC Allied Branch,2012-01-14 00:00:00,,,,,,,,,0.0,
6216,BGCDC Allied Branch,1998-06-15 00:00:00,Home,53713,0.0,2.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
14839,BGCDC Allied Branch,2008-02-20 00:00:00,,,,,,,,,0.0,
16391,BGCDC Taft Branch,1961-09-13 00:00:00,Home,53713,,4.0,,,,Unknown,0.0,
14417,BGCDC Allied Branch,1961-09-13 00:00:00,,,,,,,,,0.0,
25097,BGCDC Allied Branch,1981-12-12 00:00:00,,,,,,,,,1.0,2022-08-18
24959,BGCDC Allied Branch,,,,,,,,,,0.0,
14842,BGCDC Allied Branch,2019-07-03 00:00:00,,,,,,,,,0.0,
14878,BGCDC Allied Branch,2017-03-17 00:00:00,,,,,,,,,0.0,
9250,BGCDC Allied Branch,2010-08-18 00:00:00,Apartment,53719,3.0,3.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,0.0,
21255,BGCDC Allied Branch,1982-05-06 00:00:00,,,,,,,,,2.0,2022-01-15
15624,BGCDC Allied Branch,1967-06-19 00:00:00,,,,,,,,,0.0,
30832,BGCDC Allied Branch,2005-08-18 00:00:00,,,,1.0,,,,Unknown,0.0,
3168,BGCDC Taft Branch,1991-04-10 00:00:00,Home,,,1.0,,Mother,,Unknown,0.0,
32724,BGCDC Walco,2008-04-17 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
14840,BGCDC Allied Branch,2011-02-25 00:00:00,,,,,,,,,0.0,
6106,BGCDC Taft Branch,2008-04-17 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
1480,BGCDC Taft Branch,1996-04-16 00:00:00,Home,53713,,3.0,,,,Unknown,0.0,
14843,BGCDC Allied Branch,2013-10-11 00:00:00,,,,,,,,,0.0,
14364,BGCDC Allied Branch,1982-10-19 00:00:00,,,,,,,,,0.0,
3780,BGCDC Taft Branch,2002-03-31 00:00:00,Home,53713,6.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
9247,BGCDC Allied Branch,2012-07-01 00:00:00,,,,,,,,,0.0,
9248,BGCDC Allied Branch,2012-07-01 00:00:00,Apartment,53719,3.0,3.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,0.0,
10506,BGCDC Taft Branch,2003-10-15 00:00:00,Home,53713,,2.0,,,,Unknown,0.0,
8801,BGCDC Allied Branch,2003-10-15 00:00:00,Home,53713,4.0,1.0,Single Parent,Mother Only,Unknown,Economically Disadvantaged,0.0,
6159,BGCDC Taft Branch,2003-10-15 00:00:00,Home,53713,4.0,1.0,Single Parent,Mother Only,Unknown,Economically Disadvantaged,24.0,2020-03-05
30831,BGCDC Allied Branch,2011-04-22 00:00:00,,,,1.0,,,,Unknown,0.0,
30351,BGCDC Allied Branch,2018-02-20 00:00:00,,,,1.0,,,,Unknown,0.0,
1811,BGCDC Allied Branch,1993-06-22 00:00:00,Home,53703,,1.0,,Mother,,Unknown,0.0,
1073,BGCDC Allied Branch,1992-09-20 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
145,BGCDC Taft Branch,1992-09-02 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
18181,BGCDC Sun Prairie,2002-10-18 00:00:00,,,,,,,,,0.0,
2342,BGCDC Taft Branch,1993-11-29 00:00:00,Home,53711,5.0,3.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
2781,BGCDC Taft Branch,1996-12-20 00:00:00,Home,53711,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
11050,BGCDC Allied Branch,2015-04-21 00:00:00,,,,,,,,,0.0,
11052,BGCDC Taft Branch,2015-04-21 00:00:00,Apartment,53713,4.0,6.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,3.0,2020-08-21
18581,BGCDC Taft Branch,2015-04-21 00:00:00,Apartment,53713,4.0,6.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,1.0,2021-09-04
25249,BGCDC Allied Branch,2009-11-24 00:00:00,,,,,,,,,1.0,2022-08-18
26589,BGCDC Taft Branch,2009-11-24 00:00:00,,,,,,,,,1.0,2022-12-14
324,BGCDC Allied Branch,1992-01-06 00:00:00,Home,53713,,3.0,,Both Parents,"$24,999 and under",Unknown,0.0,
2426,BGCDC Taft Branch,1991-03-14 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
30602,BGCDC Allied Branch,2017-07-11 00:00:00,,,,1.0,,,,Unknown,0.0,
19297,BGCDC Taft Branch,1977-01-22 00:00:00,Home,53704,,1.0,,,,Unknown,0.0,
3077,BGCDC Taft Branch,1997-09-15 00:00:00,Home,53713,,1.0,,Other,,Unknown,0.0,
21830,BGCDC Allied Branch,1977-07-09 00:00:00,,,,,,,,,2.0,2022-01-15
3325,BGCDC Allied Branch,1997-10-03 00:00:00,Apartment,53711,3.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
4474,BGCDC Allied Branch,1998-12-26 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3169,BGCDC Allied Branch,1995-07-12 00:00:00,Home,53711,,2.0,,Father,"$24,999 and under",Unknown,0.0,
3725,BGCDC Taft Branch,2002-07-29 00:00:00,Home,53713,8.0,7.0,14.01,Mother/ Other,"$24,999 and under",Economically Disadvantaged,0.0,
14430,BGCDC Allied Branch,1982-09-13 00:00:00,,,,,,,,,0.0,
882,BGCDC Taft Branch,1990-04-22 00:00:00,,,,2.0,,Other,,Unknown,0.0,
244,BGCDC Taft Branch,1987-12-06 00:00:00,,,,2.0,,Mother,,Unknown,0.0,
3545,BGCDC Taft Branch,1999-03-15 00:00:00,Home,53713,5.0,5.0,14.02,Other,"$50,000-$74,999",Economically Disadvantaged,0.0,
7183,BGCDC Taft Branch,1999-03-15 00:00:00,,,,2.0,,,,Unknown,0.0,
5881,BGCDC Allied Branch,2001-03-09 00:00:00,Apartment,53711,2.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
257,BGCDC Taft Branch,1995-07-20 00:00:00,Home,53713,,3.0,,Mother,"$24,999 and under",Unknown,0.0,
32835,BGCDC Walco,2006-04-20 00:00:00,Home,53713,,1.0,,Father,,Unknown,0.0,
6298,BGCDC Taft Branch,2006-04-20 00:00:00,Home,53713,,1.0,,Father,,Unknown,0.0,
143,BGCDC Taft Branch,1994-07-05 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
1072,BGCDC Allied Branch,1994-07-05 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
1023,BGCDC Taft Branch,1985-10-08 00:00:00,,,,2.0,,Unknown,,Unknown,0.0,
1967,BGCDC Allied Branch,1993-02-18 00:00:00,Home,53716,,1.0,,Father,,Unknown,0.0,
3284,BGCDC Taft Branch,1993-02-18 00:00:00,Home,53717,,1.0,,Mother,,Unknown,0.0,
128,BGCDC Taft Branch,1991-11-20 00:00:00,Home,53711,,7.0,,Time with Both Parents,,Unknown,0.0,
4476,BGCDC Allied Branch,2000-06-17 00:00:00,Apartment,53593,3.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3716,BGCDC Allied Branch,2000-05-25 00:00:00,Home,53711,5.0,3.0,,Grandparents,"$25,000-$49,999",Economically Disadvantaged,0.0,
3283,BGCDC Taft Branch,2000-05-25 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
30848,BGCDC Allied Branch,2019-12-17 00:00:00,,,,1.0,,,,Unknown,0.0,
434,BGCDC Taft Branch,1994-01-16 00:00:00,,,,3.0,,Mother,,Unknown,0.0,
32110,BGCDC Sun Prairie,2011-03-23 00:00:00,Home,53718,3.0,3.0,unknown,Grandparents,,Unknown,9.0,2024-01-23
435,BGCDC Taft Branch,1989-03-14 00:00:00,,,,3.0,,Mother,,Unknown,0.0,
22489,BGCDC Allied Branch,1948-05-18 00:00:00,,,,,,,,,2.0,2022-01-15
2361,BGCDC Allied Branch,1992-03-19 00:00:00,Home,53719,,1.0,,Guardian,,Unknown,0.0,
30094,BGCDC Allied Branch,1981-07-14 00:00:00,,,,1.0,,,,Unknown,0.0,
14418,BGCDC Allied Branch,1981-07-14 00:00:00,,,,,,,,,2.0,2022-01-15
28189,BGCDC Taft Branch,1981-07-14 00:00:00,,,,,,,,,0.0,
28108,BGCDC McKenzie Regional Workforce Center,1981-07-14 00:00:00,,,,,,,,,0.0,
17647,BGCDC Allied Branch,2013-04-22 00:00:00,,,,,,,,,0.0,
16010,BGCDC Allied Branch,2001-04-05 00:00:00,,,,,,,,,0.0,
3225,BGCDC Taft Branch,2002-04-05 00:00:00,Home,53713,2.0,5.0,14.02,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
3358,BGCDC Allied Branch,2002-04-05 00:00:00,Home,53711,2.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
5653,BGCDC Allied Branch,2002-07-24 00:00:00,Home,53711,3.0,3.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
9480,BGCDC Allied Branch,2010-09-16 00:00:00,Apartment,53711,5.0,5.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
4072,BGCDC Taft Branch,1994-06-24 00:00:00,Home,53701,2.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
8509,BGCDC Taft Branch,2000-10-22 00:00:00,,,,2.0,,,,Unknown,0.0,
9469,BGCDC Allied Branch,2008-03-06 00:00:00,Apartment,53711,5.0,5.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
2343,BGCDC Allied Branch,1994-12-01 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
2296,BGCDC Allied Branch,1994-12-30 00:00:00,Home,53704,,1.0,,Both Parents,,Unknown,0.0,
6218,BGCDC Allied Branch,1998-01-01 00:00:00,Home,53589,0.0,3.0,,Unknown,Unknown,Not Economically Disadvantaged,1.0,2020-01-31
5188,BGCDC Taft Branch,2006-05-30 00:00:00,Home,53713,,1.0,,Father,,Unknown,0.0,
3675,BGCDC Allied Branch,2006-05-30 00:00:00,Home,53719,5.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
17112,BGCDC Taft Branch,1996-01-05 00:00:00,,,,,,,,,0.0,
4137,BGCDC Taft Branch,2002-09-21 00:00:00,Home,53704,4.0,4.0,unknown,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
9475,BGCDC Allied Branch,2009-07-24 00:00:00,Apartment,53711,5.0,5.0,Single Parent,Mother Only,"$24,999 and under",Economically Disadvantaged,0.0,
6101,BGCDC Taft Branch,2008-01-23 00:00:00,Home,53575 ,4.0,2.0,Single Parent,Father,"$24,999 and under",Economically Disadvantaged,0.0,
32721,BGCDC Walco,2008-01-23 00:00:00,Home,53575 ,4.0,2.0,Single Parent,Father,"$24,999 and under",Economically Disadvantaged,0.0,
30847,BGCDC Allied Branch,2016-05-21 00:00:00,,,,1.0,,,,Unknown,0.0,
30849,BGCDC Allied Branch,1986-07-17 00:00:00,,,,1.0,,,,Unknown,0.0,
1889,BGCDC Taft Branch,1996-08-05 00:00:00,Home,53527,,1.0,,,,Unknown,0.0,
1890,BGCDC Taft Branch,1994-02-14 00:00:00,Home,53527,,1.0,,,,Unknown,0.0,
3275,BGCDC Allied Branch,1994-02-17 00:00:00,Home,53711,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
194,BGCDC Taft Branch,1986-11-10 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
28681,BGCDC Allied Branch,2011-06-18 00:00:00,Apartment,53713,4.0,6.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
18582,BGCDC Taft Branch,2011-06-18 00:00:00,Home,53713,,1.0,,,,Unknown,0.0,
8613,BGCDC Taft Branch,2011-06-18 00:00:00,Apartment,53713,4.0,6.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,52.0,2020-01-06
195,BGCDC Taft Branch,1986-11-10 00:00:00,,,,6.0,,Mother,,Unknown,0.0,
3695,BGCDC Allied Branch,2005-06-19 00:00:00,Apartment,53713,6.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
6073,BGCDC Taft Branch,2005-06-19 00:00:00,Home,53711,,1.0,,Both Parents,,Unknown,0.0,
2343,BGCDC Taft Branch,1989-10-06 00:00:00,Home,53711,5.0,3.0,,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
1576,BGCDC Allied Branch,1996-06-24 00:00:00,Home,53590,,1.0,,Mother,,Unknown,0.0,
540,BGCDC Allied Branch,,Home,53719,,2.0,,,,Unknown,0.0,
1284,BGCDC Allied Branch,2001-01-18 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
8585,BGCDC Taft Branch,2001-01-18 00:00:00,,,,2.0,,,,Unknown,0.0,
25203,BGCDC Allied Branch,2010-12-05 00:00:00,,,,,,,,,1.0,2022-08-18
24898,BGCDC Taft Branch,2010-12-05 00:00:00,,,,,,,,,1.0,2022-06-10
1985,BGCDC Taft Branch,1993-07-31 00:00:00,Home,53713,,2.0,,,,Unknown,0.0,
